DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Propia,2. Alquilada,3. Cedida por trabajo,4. Prestada,5. Otra situación,0. __mv__,0. __na__,
34056. Pirané,0. __tot__,72560,56346,6215,1015,4627,4357,,,
34056. Pirané,1. Mujer,34717,27188,2931,362,2149,2087,,,
34056. Pirané,2. Mujer trans/travesti,106,78,14,3,3,8,,,
34056. Pirané,3. Varón,33795,26325,2722,547,2221,1980,,,
34056. Pirané,4. Varón trans/masculinidad trans,97,72,13,1,9,2,,,
34056. Pirané,5. No binario,25,15,2,1,4,3,,,
34056. Pirané,6. Otra identidad/ninguna de las anteriores,34,20,5,2,3,4,,,
34056. Pirané,7. Prefiero no contestar,57,44,7,,3,3,,,
34056. Pirané,9. Ignorado,3729,2604,521,99,235,270,,,
34063. Ramón Lista,0. __tot__,17678,15461,443,128,712,934,,,
34063. Ramón Lista,1. Mujer,8517,7459,230,56,322,450,,,
34063. Ramón Lista,2. Mujer trans/travesti,18,15,,1,1,1,,,
34063. Ramón Lista,3. Varón,8477,7390,200,66,370,451,,,
34063. Ramón Lista,4. Varón trans/masculinidad trans,6,5,,,,1,,,
34063. Ramón Lista,7. Prefiero no contestar,3,3,,,,,,,
34063. Ramón Lista,9. Ignorado,657,589,13,5,19,31,,,
38007. Cochinoca,0. __tot__,14998,11817,1343,104,702,1032,,,
38007. Cochinoca,1. Mujer,7117,5641,608,43,329,496,,,
38007. Cochinoca,2. Mujer trans/travesti,34,24,4,,3,3,,,
38007. Cochinoca,3. Varón,6511,5189,548,42,302,430,,,
38007. Cochinoca,4. Varón trans/masculinidad trans,53,41,2,5,3,2,,,
38007. Cochinoca,5. No binario,6,6,,,,,,,
38007. Cochinoca,6. Otra identidad/ninguna de las anteriores,10,7,1,,,2,,,
38007. Cochinoca,7. Prefiero no contestar,6,4,,1,1,,,,
38007. Cochinoca,9. Ignorado,1261,905,180,13,64,99,,,
38014. El Carmen,0. __tot__,122259,91886,10700,4009,7290,8374,,,
38014. El Carmen,1. Mujer,55845,42595,4604,1657,3223,3766,,,
38014. El Carmen,2. Mujer trans/travesti,226,161,29,6,17,13,,,
38014. El Carmen,3. Varón,54648,41109,4614,2008,3305,3612,,,
38014. El Carmen,4. Varón trans/masculinidad trans,303,211,40,9,22,21,,,
38014. El Carmen,5. No binario,212,140,39,4,15,14,,,
38014. El Carmen,6. Otra identidad/ninguna de las anteriores,167,101,29,5,20,12,,,
38014. El Carmen,7. Prefiero no contestar,222,140,31,7,17,27,,,
38014. El Carmen,9. Ignorado,10636,7429,1314,313,671,909,,,
38021. Dr. Manuel Belgrano,0. __tot__,319469,234546,39878,1802,15434,27809,,,
38021. Dr. Manuel Belgrano,1. Mujer,153173,113495,18282,757,7318,13321,,,
38021. Dr. Manuel Belgrano,2. Mujer trans/travesti,612,435,97,6,25,49,,,
38021. Dr. Manuel Belgrano,3. Varón,140089,103356,16948,840,6821,12124,,,
38021. Dr. Manuel Belgrano,4. Varón trans/masculinidad trans,939,607,209,7,46,70,,,
38021. Dr. Manuel Belgrano,5. No binario,692,437,140,8,43,64,,,
38021. Dr. Manuel Belgrano,6. Otra identidad/ninguna de las anteriores,591,380,121,6,37,47,,,
38021. Dr. Manuel Belgrano,7. Prefiero no contestar,599,359,140,3,36,61,,,
38021. Dr. Manuel Belgrano,9. Ignorado,22774,15477,3941,175,1108,2073,,,
38028. Humahuaca,0. __tot__,20877,16313,1203,1006,976,1379,,,
38028. Humahuaca,1. Mujer,9535,7662,519,343,406,605,,,
38028. Humahuaca,2. Mujer trans/travesti,61,44,2,7,3,5,,,
38028. Humahuaca,3. Varón,8603,6803,496,370,391,543,,,
38028. Humahuaca,4. Varón trans/masculinidad trans,151,99,13,14,10,15,,,
38028. Humahuaca,5. No binario,65,47,5,3,6,4,,,
38028. Humahuaca,6. Otra identidad/ninguna de las anteriores,56,41,6,2,3,4,,,
38028. Humahuaca,7. Prefiero no contestar,48,36,3,3,1,5,,,
38028. Humahuaca,9. Ignorado,2358,1581,159,264,156,198,,,
38035. Ledesma,0. __tot__,94132,75470,5628,1773,4816,6445,,,
38035. Ledesma,1. Mujer,44055,35478,2575,716,2218,3068,,,
38035. Ledesma,2. Mujer trans/travesti,164,134,10,8,3,9,,,
38035. Ledesma,3. Varón,43049,34557,2523,892,2223,2854,,,
38035. Ledesma,4. Varón trans/masculinidad trans,203,143,21,5,12,22,,,
38035. Ledesma,5. No binario,71,53,5,2,3,8,,,
38035. Ledesma,6. Otra identidad/ninguna de las anteriores,70,53,8,,4,5,,,
38035. Ledesma,7. Prefiero no contestar,72,49,6,1,4,12,,,
38035. Ledesma,9. Ignorado,6448,5003,480,149,349,467,,,
38042. Palpalá,0. __tot__,65522,48203,5976,863,4635,5845,,,
38042. Palpalá,1. Mujer,31026,23001,2718,381,2172,2754,,,
38042. Palpalá,2. Mujer trans/travesti,71,52,8,3,3,5,,,
38042. Palpalá,3. Varón,29869,22097,2657,387,2109,2619,,,
38042. Palpalá,4. Varón trans/masculinidad trans,144,93,18,2,13,18,,,
38042. Palpalá,5. No binario,55,37,11,2,3,2,,,
38042. Palpalá,6. Otra identidad/ninguna de las anteriores,90,54,18,4,6,8,,,
38042. Palpalá,7. Prefiero no contestar,136,86,15,2,9,24,,,
38042. Palpalá,9. Ignorado,4131,2783,531,82,320,415,,,
38049. Rinconada,0. __tot__,1797,1565,92,36,60,44,,,
38049. Rinconada,1. Mujer,830,708,45,16,35,26,,,
38049. Rinconada,2. Mujer trans/travesti,2,2,,,,,,,
38049. Rinconada,3. Varón,846,746,45,16,21,18,,,
38049. Rinconada,4. Varón trans/masculinidad trans,3,3,,,,,,,
38049. Rinconada,5. No binario,1,1,,,,,,,
38049. Rinconada,6. Otra identidad/ninguna de las anteriores,3,3,,,,,,,
38049. Rinconada,7. Prefiero no contestar,2,2,,,,,,,
38049. Rinconada,9. Ignorado,110,100,2,4,4,,,,
38056. San Antonio,0. __tot__,6729,5017,298,342,419,653,,,
38056. San Antonio,1. Mujer,3008,2264,130,131,189,294,,,
38056. San Antonio,2. Mujer trans/travesti,15,11,,2,,2,,,
38056. San Antonio,3. Varón,3078,2281,148,154,198,297,,,
38056. San Antonio,4. Varón trans/masculinidad trans,23,20,1,1,,1,,,
38056. San Antonio,5. No binario,29,19,2,4,2,2,,,
38056. San Antonio,6. Otra identidad/ninguna de las anteriores,30,21,,4,1,4,,,
38056. San Antonio,7. Prefiero no contestar,18,12,,2,1,3,,,
38056. San Antonio,9. Ignorado,528,389,17,44,28,50,,,
38063. San Pedro,0. __tot__,88237,69621,5064,2380,5370,5802,,,
38063. San Pedro,1. Mujer,41564,33079,2308,989,2424,2764,,,
38063. San Pedro,2. Mujer trans/travesti,188,139,15,8,17,9,,,
38063. San Pedro,3. Varón,40001,31639,2238,1150,2457,2517,,,
38063. San Pedro,4. Varón trans/masculinidad trans,191,138,16,7,16,14,,,
38063. San Pedro,5. No binario,83,62,3,4,10,4,,,
38063. San Pedro,6. Otra identidad/ninguna de las anteriores,74,53,7,4,5,5,,,
38063. San Pedro,7. Prefiero no contestar,89,61,6,8,6,8,,,
38063. San Pedro,9. Ignorado,6047,4450,471,210,435,481,,,
38070. Santa Bárbara,0. __tot__,20497,17033,703,456,1396,909,,,
38070. Santa Bárbara,1. Mujer,9308,7810,290,190,621,397,,,
38070. Santa Bárbara,2. Mujer trans/travesti,46,33,3,1,7,2,,,
38070. Santa Bárbara,3. Varón,9670,7992,319,241,675,443,,,
38070. Santa Bárbara,4. Varón trans/masculinidad trans,39,32,3,,2,2,,,
38070. Santa Bárbara,5. No binario,8,5,,,2,1,,,
38070. Santa Bárbara,6. Otra identidad/ninguna de las anteriores,13,10,,2,,1,,,
38070. Santa Bárbara,7. Prefiero no contestar,9,7,,,1,1,,,
38070. Santa Bárbara,9. Ignorado,1404,1144,88,22,88,62,,,
38077. Santa Catalina,0. __tot__,2641,2065,145,145,157,129,,,
38077. Santa Catalina,1. Mujer,1086,881,61,45,48,51,,,
38077. Santa Catalina,2. Mujer trans/travesti,17,10,1,2,3,1,,,
38077. Santa Catalina,3. Varón,1004,807,57,41,45,54,,,
38077. Santa Catalina,4. Varón trans/masculinidad trans,53,34,3,8,7,1,,,
38077. Santa Catalina,5. No binario,20,14,1,3,2,,,,
38077. Santa Catalina,6. Otra identidad/ninguna de las anteriores,17,12,1,,3,1,,,
38077. Santa Catalina,7. Prefiero no contestar,4,2,1,,1,,,,
38077. Santa Catalina,9. Ignorado,440,305,20,46,48,21,,,
38084. Susques,0. __tot__,3966,3371,225,25,147,198,,,
38084. Susques,1. Mujer,1848,1578,99,7,74,90,,,
38084. Susques,2. Mujer trans/travesti,7,4,2,,,1,,,
38084. Susques,3. Varón,1787,1514,96,13,69,95,,,
38084. Susques,4. Varón trans/masculinidad trans,9,9,,,,,,,
38084. Susques,5. No binario,4,4,,,,,,,
38084. Susques,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,
38084. Susques,7. Prefiero no contestar,4,4,,,,,,,
38084. Susques,9. Ignorado,306,258,27,5,4,12,,,
38094. Tilcara,0. __tot__,14621,11338,1169,219,759,1136,,,
38094. Tilcara,1. Mujer,7198,5614,565,84,392,543,,,
38094. Tilcara,2. Mujer trans/travesti,27,24,1,,2,,,,
38094. Tilcara,3. Varón,6765,5254,555,121,340,495,,,
38094. Tilcara,4. Varón trans/masculinidad trans,19,17,1,,,1,,,
38094. Tilcara,5. No binario,13,10,2,1,,,,,
38094. Tilcara,6. Otra identidad/ninguna de las anteriores,6,4,,,2,,,,
38094. Tilcara,7. Prefiero no contestar,19,12,1,2,,4,,,
38094. Tilcara,9. Ignorado,574,403,44,11,23,93,,,
38098. Tumbaya,0. __tot__,5298,3874,523,138,321,442,,,
38098. Tumbaya,1. Mujer,2481,1851,219,61,149,201,,,
38098. Tumbaya,2. Mujer trans/travesti,9,5,,1,3,,,,
38098. Tumbaya,3. Varón,2341,1717,231,59,138,196,,,
38098. Tumbaya,4. Varón trans/masculinidad trans,11,10,,,,1,,,
38098. Tumbaya,5. No binario,4,3,,,1,,,,
38098. Tumbaya,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,
38098. Tumbaya,7. Prefiero no contestar,3,,,1,1,1,,,
38098. Tumbaya,9. Ignorado,448,288,72,16,29,43,,,
38105. Valle Grande,0. __tot__,2490,2128,72,19,130,141,,,
38105. Valle Grande,1. Mujer,1090,921,38,10,58,63,,,
38105. Valle Grande,2. Mujer trans/travesti,4,3,,,1,,,,
38105. Valle Grande,3. Varón,1124,977,29,8,58,52,,,
38105. Valle Grande,4. Varón trans/masculinidad trans,12,11,,,,1,,,
38105. Valle Grande,5. No binario,3,2,1,,,,,,
38105. Valle Grande,6. Otra identidad/ninguna de las anteriores,2,1,1,,,,,,
38105. Valle Grande,7. Prefiero no contestar,5,4,1,,,,,,
38105. Valle Grande,9. Ignorado,250,209,2,1,13,25,,,
38112. Yavi,0. __tot__,25831,18054,4172,243,1538,1824,,,
38112. Yavi,1. Mujer,12493,8704,2009,108,749,923,,,
38112. Yavi,2. Mujer trans/travesti,58,39,10,2,4,3,,,
38112. Yavi,3. Varón,11042,7752,1764,116,665,745,,,
38112. Yavi,4. Varón trans/masculinidad trans,90,63,20,,2,5,,,
38112. Yavi,5. No binario,65,40,15,,4,6,,,
38112. Yavi,6. Otra identidad/ninguna de las anteriores,60,39,14,1,4,2,,,
38112. Yavi,7. Prefiero no contestar,29,15,8,,3,3,,,
38112. Yavi,9. Ignorado,1994,1402,332,16,107,137,,,
42007. Atreucó,0. __tot__,11053,7469,1859,476,683,566,,,
42007. Atreucó,1. Mujer,5396,3749,867,195,313,272,,,
42007. Atreucó,2. Mujer trans/travesti,8,5,2,,1,,,,
42007. Atreucó,3. Varón,5435,3580,936,273,359,287,,,
42007. Atreucó,4. Varón trans/masculinidad trans,6,4,1,1,,,,,
42007. Atreucó,5. No binario,2,1,1,,,,,,
42007. Atreucó,6. Otra identidad/ninguna de las anteriores,1,1,,,,,,,
42007. Atreucó,7. Prefiero no contestar,4,3,,,,1,,,
42007. Atreucó,9. Ignorado,201,126,52,7,10,6,,,
42014. Caleu Caleu,0. __tot__,2611,1957,312,68,162,112,,,
42014. Caleu Caleu,1. Mujer,1268,980,143,16,68,61,,,
42014. Caleu Caleu,3. Varón,1268,932,158,48,81,49,,,
42014. Caleu Caleu,4. Varón trans/masculinidad trans,2,1,1,,,,,,
42014. Caleu Caleu,9. Ignorado,73,44,10,4,13,2,,,
42021. Capital,0. __tot__,118504,77370,26787,1041,7325,5981,,,
42021. Capital,1. Mujer,59781,39445,13349,430,3585,2972,,,
42021. Capital,2. Mujer trans/travesti,124,82,32,1,3,6,,,
42021. Capital,3. Varón,55289,35823,12612,579,3489,2786,,,
42021. Capital,4. Varón trans/masculinidad trans,69,45,19,,1,4,,,
42021. Capital,5. No binario,67,29,30,3,3,2,,,
42021. Capital,6. Otra identidad/ninguna de las anteriores,38,17,12,,3,6,,,
42021. Capital,7. Prefiero no contestar,230,110,77,2,23,18,,,
42021. Capital,9. Ignorado,2906,1819,656,26,218,187,,,
42028. Catriló,0. __tot__,8225,5578,1341,342,614,350,,,
42028. Catriló,1. Mujer,3979,2729,643,139,298,170,,,
42028. Catriló,2. Mujer trans/travesti,5,4,,1,,,,,
42028. Catriló,3. Varón,4008,2707,650,190,292,169,,,
42028. Catriló,4. Varón trans/masculinidad trans,4,1,2,,,1,,,
42028. Catriló,5. No binario,1,,1,,,,,,
42028. Catriló,7. Prefiero no contestar,3,3,,,,,,,
42028. Catriló,9. Ignorado,225,134,45,12,24,10,,,
42035. Conhelo,0. __tot__,15094,10686,2250,368,921,869,,,
42035. Conhelo,1. Mujer,7382,5301,1053,146,448,434,,,
42035. Conhelo,2. Mujer trans/travesti,16,10,3,,2,1,,,
42035. Conhelo,3. Varón,7310,5115,1139,215,442,399,,,
42035. Conhelo,4. Varón trans/masculinidad trans,2,,1,,1,,,,
42035. Conhelo,5. No binario,6,2,3,,,1,,,
42035. Conhelo,7. Prefiero no contestar,11,7,1,,1,2,,,
42035. Conhelo,9. Ignorado,367,251,50,7,27,32,,,
42042. Curacó,0. __tot__,1103,698,142,93,97,73,,,
42042. Curacó,1. Mujer,482,308,64,28,48,34,,,
42042. Curacó,2. Mujer trans/travesti,3,2,,,1,,,,
42042. Curacó,3. Varón,565,357,73,52,45,38,,,
42042. Curacó,4. Varón trans/masculinidad trans,3,3,,,,,,,
42042. Curacó,7. Prefiero no contestar,1,1,,,,,,,
42042. Curacó,9. Ignorado,49,27,5,13,3,1,,,
42049. Chalileo,0. __tot__,2868,2048,398,59,196,167,,,
42049. Chalileo,1. Mujer,1409,1010,204,19,101,75,,,
42049. Chalileo,2. Mujer trans/travesti,5,3,,1,1,,,,
42049. Chalileo,3. Varón,1367,971,180,38,92,86,,,
42049. Chalileo,5. No binario,1,1,,,,,,,
42049. Chalileo,7. Prefiero no contestar,8,7,,,,1,,,
42049. Chalileo,9. Ignorado,78,56,14,1,2,5,,,
42056. Chapaleufú,0. __tot__,12277,8577,1872,355,759,714,,,
42056. Chapaleufú,1. Mujer,5924,4198,908,114,373,331,,,
42056. Chapaleufú,2. Mujer trans/travesti,9,5,2,,1,1,,,
42056. Chapaleufú,3. Varón,6006,4160,908,227,366,345,,,
42056. Chapaleufú,4. Varón trans/masculinidad trans,3,2,1,,,,,,
42056. Chapaleufú,5. No binario,2,1,,,,1,,,
42056. Chapaleufú,7. Prefiero no contestar,7,5,2,,,,,,
42056. Chapaleufú,9. Ignorado,326,206,51,14,19,36,,,
42063. Chical Co,0. __tot__,1461,1138,137,47,79,60,,,
42063. Chical Co,1. Mujer,700,540,75,19,39,27,,,
42063. Chical Co,2. Mujer trans/travesti,1,1,,,,,,,
42063. Chical Co,3. Varón,735,575,60,27,40,33,,,
42063. Chical Co,4. Varón trans/masculinidad trans,1,,,1,,,,,
42063. Chical Co,7. Prefiero no contestar,2,1,1,,,,,,
42063. Chical Co,9. Ignorado,22,21,1,,,,,,
42070. Guatraché,0. __tot__,9397,6715,1371,355,446,510,,,
42070. Guatraché,1. Mujer,4573,3307,649,155,215,247,,,
42070. Guatraché,2. Mujer trans/travesti,13,7,3,,,3,,,
42070. Guatraché,3. Varón,4673,3310,689,195,225,254,,,
42070. Guatraché,4. Varón trans/masculinidad trans,6,4,2,,,,,,
42070. Guatraché,5. No binario,2,,,,1,1,,,
42070. Guatraché,6. Otra identidad/ninguna de las anteriores,2,2,,,,,,,
42070. Guatraché,7. Prefiero no contestar,8,7,1,,,,,,
42070. Guatraché,9. Ignorado,120,78,27,5,5,5,,,
42077. Hucal,0. __tot__,7713,5456,1182,292,382,401,,,
42077. Hucal,1. Mujer,3756,2733,545,100,188,190,,,
42077. Hucal,2. Mujer trans/travesti,10,8,,2,,,,,
42077. Hucal,3. Varón,3794,2618,607,182,190,197,,,
42077. Hucal,4. Varón trans/masculinidad trans,3,2,1,,,,,,
42077. Hucal,6. Otra identidad/ninguna de las anteriores,2,1,1,,,,,,
42077. Hucal,7. Prefiero no contestar,10,10,,,,,,,
42077. Hucal,9. Ignorado,138,84,28,8,4,14,,,
42084. Lihuel Calel,0. __tot__,428,251,29,86,32,30,,,
42084. Lihuel Calel,1. Mujer,181,117,10,26,13,15,,,
42084. Lihuel Calel,2. Mujer trans/travesti,1,,,1,,,,,
42084. Lihuel Calel,3. Varón,233,131,14,56,17,15,,,
42084. Lihuel Calel,9. Ignorado,13,3,5,3,2,,,,
42091. Limay Mahuida,0. __tot__,413,266,20,51,45,31,,,
42091. Limay Mahuida,1. Mujer,190,126,10,21,21,12,,,
42091. Limay Mahuida,2. Mujer trans/travesti,1,1,,,,,,,
42091. Limay Mahuida,3. Varón,216,135,10,28,24,19,,,
42091. Limay Mahuida,4. Varón trans/masculinidad trans,1,,,1,,,,,
42091. Limay Mahuida,9. Ignorado,5,4,,1,,,,,
42098. Loventué,0. __tot__,9243,6770,1040,273,546,614,,,
42098. Loventué,1. Mujer,4497,3369,508,75,246,299,,,
42098. Loventué,2. Mujer trans/travesti,6,6,,,,,,,
42098. Loventué,3. Varón,4509,3230,502,193,284,300,,,
42098. Loventué,4. Varón trans/masculinidad trans,4,4,,,,,,,
42098. Loventué,5. No binario,1,1,,,,,,,
42098. Loventué,7. Prefiero no contestar,14,6,4,1,2,1,,,
42098. Loventué,9. Ignorado,212,154,26,4,14,14,,,
42105. Maracó,0. __tot__,69067,45353,15629,804,3737,3544,,,
42105. Maracó,1. Mujer,34556,23019,7633,345,1790,1769,,,
42105. Maracó,2. Mujer trans/travesti,66,43,13,2,5,3,,,
42105. Maracó,3. Varón,32516,21129,7524,432,1787,1644,,,
42105. Maracó,4. Varón trans/masculinidad trans,40,20,9,,5,6,,,
42105. Maracó,5. No binario,28,14,7,1,3,3,,,
42105. Maracó,6. Otra identidad/ninguna de las anteriores,19,13,6,,,,,,
42105. Maracó,7. Prefiero no contestar,81,37,26,5,6,7,,,
42105. Maracó,9. Ignorado,1761,1078,411,19,141,112,,,
42112. Puelén,0. __tot__,11636,7606,2335,286,745,664,,,
42112. Puelén,1. Mujer,5570,3692,1088,131,354,305,,,
42112. Puelén,2. Mujer trans/travesti,13,10,2,,1,,,,
42112. Puelén,3. Varón,5686,3679,1179,148,372,308,,,
42112. Puelén,4. Varón trans/masculinidad trans,6,3,1,,2,,,,
42112. Puelén,5. No binario,3,,,2,,1,,,
42112. Puelén,7. Prefiero no contestar,11,7,1,,,3,,,
42112. Puelén,9. Ignorado,347,215,64,5,16,47,,,
42119. Quemú Quemú,0. __tot__,8404,5902,1153,236,609,504,,,
42119. Quemú Quemú,1. Mujer,4041,2896,544,81,286,234,,,
42119. Quemú Quemú,2. Mujer trans/travesti,8,6,1,,1,,,,
42119. Quemú Quemú,3. Varón,4179,2893,578,149,306,253,,,
42119. Quemú Quemú,4. Varón trans/masculinidad trans,3,2,,,1,,,,
42119. Quemú Quemú,5. No binario,2,1,,,1,,,,
42119. Quemú Quemú,6. Otra identidad/ninguna de las anteriores,3,1,1,,1,,,,
42119. Quemú Quemú,7. Prefiero no contestar,6,5,,,,1,,,
42119. Quemú Quemú,9. Ignorado,162,98,29,6,13,16,,,
42126. Rancul,0. __tot__,11090,7989,1427,418,742,514,,,
42126. Rancul,1. Mujer,5340,3936,672,143,351,238,,,
42126. Rancul,2. Mujer trans/travesti,10,10,,,,,,,
42126. Rancul,3. Varón,5494,3878,725,267,374,250,,,
42126. Rancul,4. Varón trans/masculinidad trans,6,6,,,,,,,
42126. Rancul,5. No binario,1,,1,,,,,,
42126. Rancul,6. Otra identidad/ninguna de las anteriores,2,,,1,,1,,,
42126. Rancul,7. Prefiero no contestar,8,5,2,,,1,,,
42126. Rancul,9. Ignorado,229,154,27,7,17,24,,,
42133. Realicó,0. __tot__,17356,12396,2940,368,993,659,,,
42133. Realicó,1. Mujer,8566,6215,1406,130,486,329,,,
42133. Realicó,2. Mujer trans/travesti,10,4,4,1,1,,,,
42133. Realicó,3. Varón,8404,5933,1444,224,486,317,,,
42133. Realicó,4. Varón trans/masculinidad trans,10,10,,,,,,,
42133. Realicó,5. No binario,3,2,,,,1,,,
42133. Realicó,6. Otra identidad/ninguna de las anteriores,4,2,2,,,,,,
42133. Realicó,7. Prefiero no contestar,10,7,1,,,2,,,
42133. Realicó,9. Ignorado,349,223,83,13,20,10,,,
42140. Toay,0. __tot__,17927,13094,2510,551,1091,681,,,
42140. Toay,1. Mujer,8650,6395,1173,228,502,352,,,
42140. Toay,2. Mujer trans/travesti,24,18,1,,4,1,,,
42140. Toay,3. Varón,8657,6271,1228,301,550,307,,,
42140. Toay,4. Varón trans/masculinidad trans,22,16,3,1,1,1,,,
42140. Toay,5. No binario,15,8,5,,2,,,,
42140. Toay,6. Otra identidad/ninguna de las anteriores,5,5,,,,,,,
42140. Toay,7. Prefiero no contestar,25,18,3,,4,,,,
42140. Toay,9. Ignorado,529,363,97,21,28,20,,,
42147. Trenel,0. __tot__,5637,4062,922,92,276,285,,,
42147. Trenel,1. Mujer,2751,2012,447,34,122,136,,,
42147. Trenel,2. Mujer trans/travesti,9,3,4,,,2,,,
42147. Trenel,3. Varón,2757,1973,450,54,149,131,,,
42147. Trenel,4. Varón trans/masculinidad trans,1,,1,,,,,,
42147. Trenel,5. No binario,2,,,1,,1,,,
42147. Trenel,7. Prefiero no contestar,4,4,,,,,,,
42147. Trenel,9. Ignorado,113,70,20,3,5,15,,,
42154. Utracán,0. __tot__,17686,11752,3185,544,1022,1183,,,
42154. Utracán,1. Mujer,8623,5871,1480,211,468,593,,,
42154. Utracán,2. Mujer trans/travesti,18,12,4,,1,1,,,
42154. Utracán,3. Varón,8592,5576,1615,322,516,563,,,
42154. Utracán,4. Varón trans/masculinidad trans,12,6,2,2,,2,,,
42154. Utracán,6. Otra identidad/ninguna de las anteriores,1,1,,,,,,,
42154. Utracán,7. Prefiero no contestar,13,9,3,1,,,,,
42154. Utracán,9. Ignorado,427,277,81,8,37,24,,,
46007. Arauco,0. __tot__,16251,13315,1528,143,811,454,,,
46007. Arauco,1. Mujer,7896,6522,705,50,382,237,,,
46007. Arauco,2. Mujer trans/travesti,24,22,1,,,1,,,
46007. Arauco,3. Varón,7795,6331,779,87,394,204,,,
46007. Arauco,4. Varón trans/masculinidad trans,12,10,2,,,,,,
46007. Arauco,6. Otra identidad/ninguna de las anteriores,5,5,,,,,,,
46007. Arauco,7. Prefiero no contestar,4,3,1,,,,,,
46007. Arauco,9. Ignorado,515,422,40,6,35,12,,,
46014. Capital,0. __tot__,210507,158579,29186,778,12488,9476,,,
46014. Capital,1. Mujer,103683,78008,14719,310,5962,4684,,,
46014. Capital,2. Mujer trans/travesti,235,168,47,2,10,8,,,
46014. Capital,3. Varón,96182,72838,12881,393,5806,4264,,,
46014. Capital,4. Varón trans/masculinidad trans,209,157,36,,9,7,,,
46014. Capital,5. No binario,117,72,36,1,6,2,,,
46014. Capital,6. Otra identidad/ninguna de las anteriores,101,63,29,,6,3,,,
46014. Capital,7. Prefiero no contestar,223,127,56,3,11,26,,,
46014. Capital,9. Ignorado,9757,7146,1382,69,678,482,,,
46021. Castro Barros,0. __tot__,5810,4147,495,70,569,529,,,
46021. Castro Barros,1. Mujer,2346,1777,197,20,191,161,,,
46021. Castro Barros,2. Mujer trans/travesti,26,17,,,3,6,,,
46021. Castro Barros,3. Varón,2310,1807,188,27,168,120,,,
46021. Castro Barros,4. Varón trans/masculinidad trans,42,16,6,1,8,11,,,
46021. Castro Barros,5. No binario,35,16,4,1,10,4,,,
46021. Castro Barros,6. Otra identidad/ninguna de las anteriores,29,11,3,,7,8,,,
46021. Castro Barros,7. Prefiero no contestar,18,7,2,,2,7,,,
46021. Castro Barros,9. Ignorado,1004,496,95,21,180,212,,,
46028. General Felipe Varela,0. __tot__,11371,8948,978,120,794,531,,,
46028. General Felipe Varela,1. Mujer,5414,4234,480,61,381,258,,,
46028. General Felipe Varela,2. Mujer trans/travesti,15,13,1,1,,,,,
46028. General Felipe Varela,3. Varón,5530,4402,463,51,374,240,,,
46028. General Felipe Varela,4. Varón trans/masculinidad trans,5,2,1,,2,,,,
46028. General Felipe Varela,5. No binario,1,1,,,,,,,
46028. General Felipe Varela,6. Otra identidad/ninguna de las anteriores,3,2,1,,,,,,
46028. General Felipe Varela,7. Prefiero no contestar,5,3,1,,,1,,,
46028. General Felipe Varela,9. Ignorado,398,291,31,7,37,32,,,
46035. Chamical,0. __tot__,15630,11970,1985,90,919,666,,,
46035. Chamical,1. Mujer,7628,5859,994,33,418,324,,,
46035. Chamical,2. Mujer trans/travesti,13,8,3,,1,1,,,
46035. Chamical,3. Varón,7318,5619,887,53,452,307,,,
46035. Chamical,4. Varón trans/masculinidad trans,8,7,1,,,,,,
