DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Sí,2. No,0. __mv__,0. __na__,
34049. Pilcomayo,7. Prefiero no contestar,46,39,7,,,
34049. Pilcomayo,9. Ignorado,4730,2771,1959,,,
34056. Pirané,0. __tot__,72560,33659,38901,,,
34056. Pirané,1. Mujer,34717,16778,17939,,,
34056. Pirané,2. Mujer trans/travesti,106,43,63,,,
34056. Pirané,3. Varón,33795,15200,18595,,,
34056. Pirané,4. Varón trans/masculinidad trans,97,39,58,,,
34056. Pirané,5. No binario,25,9,16,,,
34056. Pirané,6. Otra identidad/ninguna de las anteriores,34,14,20,,,
34056. Pirané,7. Prefiero no contestar,57,21,36,,,
34056. Pirané,9. Ignorado,3729,1555,2174,,,
34063. Ramón Lista,0. __tot__,17678,2468,15210,,,
34063. Ramón Lista,1. Mujer,8517,1172,7345,,,
34063. Ramón Lista,2. Mujer trans/travesti,18,2,16,,,
34063. Ramón Lista,3. Varón,8477,1224,7253,,,
34063. Ramón Lista,4. Varón trans/masculinidad trans,6,1,5,,,
34063. Ramón Lista,7. Prefiero no contestar,3,2,1,,,
34063. Ramón Lista,9. Ignorado,657,67,590,,,
38007. Cochinoca,0. __tot__,14998,8382,6616,,,
38007. Cochinoca,1. Mujer,7117,4106,3011,,,
38007. Cochinoca,2. Mujer trans/travesti,34,12,22,,,
38007. Cochinoca,3. Varón,6511,3730,2781,,,
38007. Cochinoca,4. Varón trans/masculinidad trans,53,18,35,,,
38007. Cochinoca,5. No binario,6,3,3,,,
38007. Cochinoca,6. Otra identidad/ninguna de las anteriores,10,4,6,,,
38007. Cochinoca,7. Prefiero no contestar,6,,6,,,
38007. Cochinoca,9. Ignorado,1261,509,752,,,
38014. El Carmen,0. __tot__,122259,86730,35529,,,
38014. El Carmen,1. Mujer,55845,40255,15590,,,
38014. El Carmen,2. Mujer trans/travesti,226,154,72,,,
38014. El Carmen,3. Varón,54648,38646,16002,,,
38014. El Carmen,4. Varón trans/masculinidad trans,303,207,96,,,
38014. El Carmen,5. No binario,212,138,74,,,
38014. El Carmen,6. Otra identidad/ninguna de las anteriores,167,109,58,,,
38014. El Carmen,7. Prefiero no contestar,222,147,75,,,
38014. El Carmen,9. Ignorado,10636,7074,3562,,,
38021. Dr. Manuel Belgrano,0. __tot__,319469,269295,50174,,,
38021. Dr. Manuel Belgrano,1. Mujer,153173,130539,22634,,,
38021. Dr. Manuel Belgrano,2. Mujer trans/travesti,612,474,138,,,
38021. Dr. Manuel Belgrano,3. Varón,140089,117950,22139,,,
38021. Dr. Manuel Belgrano,4. Varón trans/masculinidad trans,939,717,222,,,
38021. Dr. Manuel Belgrano,5. No binario,692,521,171,,,
38021. Dr. Manuel Belgrano,6. Otra identidad/ninguna de las anteriores,591,449,142,,,
38021. Dr. Manuel Belgrano,7. Prefiero no contestar,599,475,124,,,
38021. Dr. Manuel Belgrano,9. Ignorado,22774,18170,4604,,,
38028. Humahuaca,0. __tot__,20877,7052,13825,,,
38028. Humahuaca,1. Mujer,9535,3360,6175,,,
38028. Humahuaca,2. Mujer trans/travesti,61,14,47,,,
38028. Humahuaca,3. Varón,8603,3024,5579,,,
38028. Humahuaca,4. Varón trans/masculinidad trans,151,33,118,,,
38028. Humahuaca,5. No binario,65,17,48,,,
38028. Humahuaca,6. Otra identidad/ninguna de las anteriores,56,15,41,,,
38028. Humahuaca,7. Prefiero no contestar,48,17,31,,,
38028. Humahuaca,9. Ignorado,2358,572,1786,,,
38035. Ledesma,0. __tot__,94132,55661,38471,,,
38035. Ledesma,1. Mujer,44055,26621,17434,,,
38035. Ledesma,2. Mujer trans/travesti,164,75,89,,,
38035. Ledesma,3. Varón,43049,25187,17862,,,
38035. Ledesma,4. Varón trans/masculinidad trans,203,100,103,,,
38035. Ledesma,5. No binario,71,28,43,,,
38035. Ledesma,6. Otra identidad/ninguna de las anteriores,70,28,42,,,
38035. Ledesma,7. Prefiero no contestar,72,44,28,,,
38035. Ledesma,9. Ignorado,6448,3578,2870,,,
38042. Palpalá,0. __tot__,65522,55084,10438,,,
38042. Palpalá,1. Mujer,31026,26475,4551,,,
38042. Palpalá,2. Mujer trans/travesti,71,57,14,,,
38042. Palpalá,3. Varón,29869,24975,4894,,,
38042. Palpalá,4. Varón trans/masculinidad trans,144,120,24,,,
38042. Palpalá,5. No binario,55,44,11,,,
38042. Palpalá,6. Otra identidad/ninguna de las anteriores,90,64,26,,,
38042. Palpalá,7. Prefiero no contestar,136,102,34,,,
38042. Palpalá,9. Ignorado,4131,3247,884,,,
38049. Rinconada,0. __tot__,1797,514,1283,,,
38049. Rinconada,1. Mujer,830,247,583,,,
38049. Rinconada,2. Mujer trans/travesti,2,1,1,,,
38049. Rinconada,3. Varón,846,250,596,,,
38049. Rinconada,4. Varón trans/masculinidad trans,3,,3,,,
38049. Rinconada,5. No binario,1,,1,,,
38049. Rinconada,6. Otra identidad/ninguna de las anteriores,3,1,2,,,
38049. Rinconada,7. Prefiero no contestar,2,,2,,,
38049. Rinconada,9. Ignorado,110,15,95,,,
38056. San Antonio,0. __tot__,6729,5134,1595,,,
38056. San Antonio,1. Mujer,3008,2348,660,,,
38056. San Antonio,2. Mujer trans/travesti,15,13,2,,,
38056. San Antonio,3. Varón,3078,2334,744,,,
38056. San Antonio,4. Varón trans/masculinidad trans,23,15,8,,,
38056. San Antonio,5. No binario,29,16,13,,,
38056. San Antonio,6. Otra identidad/ninguna de las anteriores,30,21,9,,,
38056. San Antonio,7. Prefiero no contestar,18,15,3,,,
38056. San Antonio,9. Ignorado,528,372,156,,,
38063. San Pedro,0. __tot__,88237,50167,38070,,,
38063. San Pedro,1. Mujer,41564,24390,17174,,,
38063. San Pedro,2. Mujer trans/travesti,188,83,105,,,
38063. San Pedro,3. Varón,40001,22640,17361,,,
38063. San Pedro,4. Varón trans/masculinidad trans,191,91,100,,,
38063. San Pedro,5. No binario,83,42,41,,,
38063. San Pedro,6. Otra identidad/ninguna de las anteriores,74,27,47,,,
38063. San Pedro,7. Prefiero no contestar,89,38,51,,,
38063. San Pedro,9. Ignorado,6047,2856,3191,,,
38070. Santa Bárbara,0. __tot__,20497,6239,14258,,,
38070. Santa Bárbara,1. Mujer,9308,2894,6414,,,
38070. Santa Bárbara,2. Mujer trans/travesti,46,12,34,,,
38070. Santa Bárbara,3. Varón,9670,2949,6721,,,
38070. Santa Bárbara,4. Varón trans/masculinidad trans,39,8,31,,,
38070. Santa Bárbara,5. No binario,8,2,6,,,
38070. Santa Bárbara,6. Otra identidad/ninguna de las anteriores,13,2,11,,,
38070. Santa Bárbara,7. Prefiero no contestar,9,3,6,,,
38070. Santa Bárbara,9. Ignorado,1404,369,1035,,,
38077. Santa Catalina,0. __tot__,2641,372,2269,,,
38077. Santa Catalina,1. Mujer,1086,163,923,,,
38077. Santa Catalina,2. Mujer trans/travesti,17,2,15,,,
38077. Santa Catalina,3. Varón,1004,155,849,,,
38077. Santa Catalina,4. Varón trans/masculinidad trans,53,6,47,,,
38077. Santa Catalina,5. No binario,20,3,17,,,
38077. Santa Catalina,6. Otra identidad/ninguna de las anteriores,17,1,16,,,
38077. Santa Catalina,7. Prefiero no contestar,4,1,3,,,
38077. Santa Catalina,9. Ignorado,440,41,399,,,
38084. Susques,0. __tot__,3966,1827,2139,,,
38084. Susques,1. Mujer,1848,873,975,,,
38084. Susques,2. Mujer trans/travesti,7,3,4,,,
38084. Susques,3. Varón,1787,838,949,,,
38084. Susques,4. Varón trans/masculinidad trans,9,4,5,,,
38084. Susques,5. No binario,4,,4,,,
38084. Susques,6. Otra identidad/ninguna de las anteriores,1,,1,,,
38084. Susques,7. Prefiero no contestar,4,,4,,,
38084. Susques,9. Ignorado,306,109,197,,,
38094. Tilcara,0. __tot__,14621,5465,9156,,,
38094. Tilcara,1. Mujer,7198,2792,4406,,,
38094. Tilcara,2. Mujer trans/travesti,27,13,14,,,
38094. Tilcara,3. Varón,6765,2461,4304,,,
38094. Tilcara,4. Varón trans/masculinidad trans,19,8,11,,,
38094. Tilcara,5. No binario,13,6,7,,,
38094. Tilcara,6. Otra identidad/ninguna de las anteriores,6,1,5,,,
38094. Tilcara,7. Prefiero no contestar,19,10,9,,,
38094. Tilcara,9. Ignorado,574,174,400,,,
38098. Tumbaya,0. __tot__,5298,2193,3105,,,
38098. Tumbaya,1. Mujer,2481,1044,1437,,,
38098. Tumbaya,2. Mujer trans/travesti,9,3,6,,,
38098. Tumbaya,3. Varón,2341,954,1387,,,
38098. Tumbaya,4. Varón trans/masculinidad trans,11,5,6,,,
38098. Tumbaya,5. No binario,4,1,3,,,
38098. Tumbaya,6. Otra identidad/ninguna de las anteriores,1,1,,,,
38098. Tumbaya,7. Prefiero no contestar,3,2,1,,,
38098. Tumbaya,9. Ignorado,448,183,265,,,
38105. Valle Grande,0. __tot__,2490,968,1522,,,
38105. Valle Grande,1. Mujer,1090,443,647,,,
38105. Valle Grande,2. Mujer trans/travesti,4,1,3,,,
38105. Valle Grande,3. Varón,1124,444,680,,,
38105. Valle Grande,4. Varón trans/masculinidad trans,12,5,7,,,
38105. Valle Grande,5. No binario,3,,3,,,
38105. Valle Grande,6. Otra identidad/ninguna de las anteriores,2,,2,,,
38105. Valle Grande,7. Prefiero no contestar,5,1,4,,,
38105. Valle Grande,9. Ignorado,250,74,176,,,
38112. Yavi,0. __tot__,25831,11638,14193,,,
38112. Yavi,1. Mujer,12493,5726,6767,,,
38112. Yavi,2. Mujer trans/travesti,58,25,33,,,
38112. Yavi,3. Varón,11042,4965,6077,,,
38112. Yavi,4. Varón trans/masculinidad trans,90,48,42,,,
38112. Yavi,5. No binario,65,16,49,,,
38112. Yavi,6. Otra identidad/ninguna de las anteriores,60,20,40,,,
38112. Yavi,7. Prefiero no contestar,29,15,14,,,
38112. Yavi,9. Ignorado,1994,823,1171,,,
42007. Atreucó,0. __tot__,11053,9869,1184,,,
42007. Atreucó,1. Mujer,5396,4877,519,,,
42007. Atreucó,2. Mujer trans/travesti,8,6,2,,,
42007. Atreucó,3. Varón,5435,4798,637,,,
42007. Atreucó,4. Varón trans/masculinidad trans,6,6,,,,
42007. Atreucó,5. No binario,2,2,,,,
42007. Atreucó,6. Otra identidad/ninguna de las anteriores,1,1,,,,
42007. Atreucó,7. Prefiero no contestar,4,3,1,,,
42007. Atreucó,9. Ignorado,201,176,25,,,
42014. Caleu Caleu,0. __tot__,2611,1917,694,,,
42014. Caleu Caleu,1. Mujer,1268,955,313,,,
42014. Caleu Caleu,3. Varón,1268,912,356,,,
42014. Caleu Caleu,4. Varón trans/masculinidad trans,2,1,1,,,
42014. Caleu Caleu,9. Ignorado,73,49,24,,,
42021. Capital,0. __tot__,118504,109739,8765,,,
42021. Capital,1. Mujer,59781,55664,4117,,,
42021. Capital,2. Mujer trans/travesti,124,111,13,,,
42021. Capital,3. Varón,55289,50958,4331,,,
42021. Capital,4. Varón trans/masculinidad trans,69,67,2,,,
42021. Capital,5. No binario,67,60,7,,,
42021. Capital,6. Otra identidad/ninguna de las anteriores,38,37,1,,,
42021. Capital,7. Prefiero no contestar,230,210,20,,,
42021. Capital,9. Ignorado,2906,2632,274,,,
42028. Catriló,0. __tot__,8225,7135,1090,,,
42028. Catriló,1. Mujer,3979,3477,502,,,
42028. Catriló,2. Mujer trans/travesti,5,3,2,,,
42028. Catriló,3. Varón,4008,3460,548,,,
42028. Catriló,4. Varón trans/masculinidad trans,4,3,1,,,
42028. Catriló,5. No binario,1,,1,,,
42028. Catriló,7. Prefiero no contestar,3,3,,,,
42028. Catriló,9. Ignorado,225,189,36,,,
42035. Conhelo,0. __tot__,15094,13095,1999,,,
42035. Conhelo,1. Mujer,7382,6520,862,,,
42035. Conhelo,2. Mujer trans/travesti,16,14,2,,,
42035. Conhelo,3. Varón,7310,6222,1088,,,
42035. Conhelo,4. Varón trans/masculinidad trans,2,2,,,,
42035. Conhelo,5. No binario,6,6,,,,
42035. Conhelo,7. Prefiero no contestar,11,9,2,,,
42035. Conhelo,9. Ignorado,367,322,45,,,
42042. Curacó,0. __tot__,1103,780,323,,,
42042. Curacó,1. Mujer,482,356,126,,,
42042. Curacó,2. Mujer trans/travesti,3,3,,,,
42042. Curacó,3. Varón,565,379,186,,,
42042. Curacó,4. Varón trans/masculinidad trans,3,2,1,,,
42042. Curacó,7. Prefiero no contestar,1,1,,,,
42042. Curacó,9. Ignorado,49,39,10,,,
42049. Chalileo,0. __tot__,2868,2030,838,,,
42049. Chalileo,1. Mujer,1409,1029,380,,,
42049. Chalileo,2. Mujer trans/travesti,5,2,3,,,
42049. Chalileo,3. Varón,1367,927,440,,,
42049. Chalileo,5. No binario,1,1,,,,
42049. Chalileo,7. Prefiero no contestar,8,7,1,,,
42049. Chalileo,9. Ignorado,78,64,14,,,
42056. Chapaleufú,0. __tot__,12277,11125,1152,,,
42056. Chapaleufú,1. Mujer,5924,5444,480,,,
42056. Chapaleufú,2. Mujer trans/travesti,9,8,1,,,
42056. Chapaleufú,3. Varón,6006,5366,640,,,
42056. Chapaleufú,4. Varón trans/masculinidad trans,3,1,2,,,
42056. Chapaleufú,5. No binario,2,2,,,,
42056. Chapaleufú,7. Prefiero no contestar,7,6,1,,,
42056. Chapaleufú,9. Ignorado,326,298,28,,,
42063. Chical Co,0. __tot__,1461,975,486,,,
42063. Chical Co,1. Mujer,700,493,207,,,
42063. Chical Co,2. Mujer trans/travesti,1,1,,,,
42063. Chical Co,3. Varón,735,470,265,,,
42063. Chical Co,4. Varón trans/masculinidad trans,1,,1,,,
42063. Chical Co,7. Prefiero no contestar,2,2,,,,
42063. Chical Co,9. Ignorado,22,9,13,,,
42070. Guatraché,0. __tot__,9397,7162,2235,,,
42070. Guatraché,1. Mujer,4573,3562,1011,,,
42070. Guatraché,2. Mujer trans/travesti,13,10,3,,,
42070. Guatraché,3. Varón,4673,3490,1183,,,
42070. Guatraché,4. Varón trans/masculinidad trans,6,4,2,,,
42070. Guatraché,5. No binario,2,2,,,,
42070. Guatraché,6. Otra identidad/ninguna de las anteriores,2,2,,,,
42070. Guatraché,7. Prefiero no contestar,8,5,3,,,
42070. Guatraché,9. Ignorado,120,87,33,,,
42077. Hucal,0. __tot__,7713,6537,1176,,,
42077. Hucal,1. Mujer,3756,3234,522,,,
42077. Hucal,2. Mujer trans/travesti,10,7,3,,,
42077. Hucal,3. Varón,3794,3161,633,,,
42077. Hucal,4. Varón trans/masculinidad trans,3,3,,,,
42077. Hucal,6. Otra identidad/ninguna de las anteriores,2,2,,,,
42077. Hucal,7. Prefiero no contestar,10,9,1,,,
42077. Hucal,9. Ignorado,138,121,17,,,
42084. Lihuel Calel,0. __tot__,428,201,227,,,
42084. Lihuel Calel,1. Mujer,181,91,90,,,
42084. Lihuel Calel,2. Mujer trans/travesti,1,,1,,,
42084. Lihuel Calel,3. Varón,233,102,131,,,
42084. Lihuel Calel,9. Ignorado,13,8,5,,,
42091. Limay Mahuida,0. __tot__,413,274,139,,,
42091. Limay Mahuida,1. Mujer,190,143,47,,,
42091. Limay Mahuida,2. Mujer trans/travesti,1,1,,,,
42091. Limay Mahuida,3. Varón,216,126,90,,,
42091. Limay Mahuida,4. Varón trans/masculinidad trans,1,1,,,,
42091. Limay Mahuida,9. Ignorado,5,3,2,,,
42098. Loventué,0. __tot__,9243,7852,1391,,,
42098. Loventué,1. Mujer,4497,3912,585,,,
42098. Loventué,2. Mujer trans/travesti,6,4,2,,,
42098. Loventué,3. Varón,4509,3731,778,,,
42098. Loventué,4. Varón trans/masculinidad trans,4,4,,,,
42098. Loventué,5. No binario,1,1,,,,
42098. Loventué,7. Prefiero no contestar,14,12,2,,,
42098. Loventué,9. Ignorado,212,188,24,,,
42105. Maracó,0. __tot__,69067,62175,6892,,,
42105. Maracó,1. Mujer,34556,31320,3236,,,
42105. Maracó,2. Mujer trans/travesti,66,54,12,,,
42105. Maracó,3. Varón,32516,29136,3380,,,
42105. Maracó,4. Varón trans/masculinidad trans,40,34,6,,,
42105. Maracó,5. No binario,28,22,6,,,
42105. Maracó,6. Otra identidad/ninguna de las anteriores,19,17,2,,,
42105. Maracó,7. Prefiero no contestar,81,70,11,,,
42105. Maracó,9. Ignorado,1761,1522,239,,,
42112. Puelén,0. __tot__,11636,9710,1926,,,
42112. Puelén,1. Mujer,5570,4745,825,,,
42112. Puelén,2. Mujer trans/travesti,13,9,4,,,
42112. Puelén,3. Varón,5686,4661,1025,,,
42112. Puelén,4. Varón trans/masculinidad trans,6,6,,,,
42112. Puelén,5. No binario,3,3,,,,
42112. Puelén,7. Prefiero no contestar,11,9,2,,,
42112. Puelén,9. Ignorado,347,277,70,,,
42119. Quemú Quemú,0. __tot__,8404,7232,1172,,,
42119. Quemú Quemú,1. Mujer,4041,3514,527,,,
42119. Quemú Quemú,2. Mujer trans/travesti,8,7,1,,,
42119. Quemú Quemú,3. Varón,4179,3564,615,,,
42119. Quemú Quemú,4. Varón trans/masculinidad trans,3,1,2,,,
42119. Quemú Quemú,5. No binario,2,1,1,,,
42119. Quemú Quemú,6. Otra identidad/ninguna de las anteriores,3,2,1,,,
42119. Quemú Quemú,7. Prefiero no contestar,6,5,1,,,
42119. Quemú Quemú,9. Ignorado,162,138,24,,,
42126. Rancul,0. __tot__,11090,9563,1527,,,
42126. Rancul,1. Mujer,5340,4691,649,,,
42126. Rancul,2. Mujer trans/travesti,10,8,2,,,
42126. Rancul,3. Varón,5494,4658,836,,,
42126. Rancul,4. Varón trans/masculinidad trans,6,4,2,,,
42126. Rancul,5. No binario,1,1,,,,
42126. Rancul,6. Otra identidad/ninguna de las anteriores,2,2,,,,
42126. Rancul,7. Prefiero no contestar,8,6,2,,,
42126. Rancul,9. Ignorado,229,193,36,,,
42133. Realicó,0. __tot__,17356,14739,2617,,,
42133. Realicó,1. Mujer,8566,7339,1227,,,
42133. Realicó,2. Mujer trans/travesti,10,10,,,,
42133. Realicó,3. Varón,8404,7068,1336,,,
42133. Realicó,4. Varón trans/masculinidad trans,10,8,2,,,
42133. Realicó,5. No binario,3,2,1,,,
42133. Realicó,6. Otra identidad/ninguna de las anteriores,4,4,,,,
42133. Realicó,7. Prefiero no contestar,10,9,1,,,
42133. Realicó,9. Ignorado,349,299,50,,,
42140. Toay,0. __tot__,17927,16570,1357,,,
42140. Toay,1. Mujer,8650,8052,598,,,
42140. Toay,2. Mujer trans/travesti,24,21,3,,,
42140. Toay,3. Varón,8657,7962,695,,,
42140. Toay,4. Varón trans/masculinidad trans,22,19,3,,,
42140. Toay,5. No binario,15,13,2,,,
42140. Toay,6. Otra identidad/ninguna de las anteriores,5,5,,,,
42140. Toay,7. Prefiero no contestar,25,23,2,,,
42140. Toay,9. Ignorado,529,475,54,,,
42147. Trenel,0. __tot__,5637,4792,845,,,
42147. Trenel,1. Mujer,2751,2376,375,,,
42147. Trenel,2. Mujer trans/travesti,9,7,2,,,
42147. Trenel,3. Varón,2757,2321,436,,,
42147. Trenel,4. Varón trans/masculinidad trans,1,1,,,,
42147. Trenel,5. No binario,2,,2,,,
42147. Trenel,7. Prefiero no contestar,4,3,1,,,
42147. Trenel,9. Ignorado,113,84,29,,,
42154. Utracán,0. __tot__,17686,15561,2125,,,
42154. Utracán,1. Mujer,8623,7707,916,,,
42154. Utracán,2. Mujer trans/travesti,18,15,3,,,
42154. Utracán,3. Varón,8592,7446,1146,,,
42154. Utracán,4. Varón trans/masculinidad trans,12,8,4,,,
42154. Utracán,6. Otra identidad/ninguna de las anteriores,1,1,,,,
42154. Utracán,7. Prefiero no contestar,13,12,1,,,
42154. Utracán,9. Ignorado,427,372,55,,,
46007. Arauco,0. __tot__,16251,10603,5648,,,
46007. Arauco,1. Mujer,7896,5229,2667,,,
46007. Arauco,2. Mujer trans/travesti,24,13,11,,,
46007. Arauco,3. Varón,7795,5015,2780,,,
46007. Arauco,4. Varón trans/masculinidad trans,12,5,7,,,
46007. Arauco,6. Otra identidad/ninguna de las anteriores,5,4,1,,,
46007. Arauco,7. Prefiero no contestar,4,4,,,,
46007. Arauco,9. Ignorado,515,333,182,,,
46014. Capital,0. __tot__,210507,176898,33609,,,
46014. Capital,1. Mujer,103683,88222,15461,,,
46014. Capital,2. Mujer trans/travesti,235,182,53,,,
46014. Capital,3. Varón,96182,80095,16087,,,
46014. Capital,4. Varón trans/masculinidad trans,209,171,38,,,
46014. Capital,5. No binario,117,97,20,,,
46014. Capital,6. Otra identidad/ninguna de las anteriores,101,79,22,,,
46014. Capital,7. Prefiero no contestar,223,187,36,,,
46014. Capital,9. Ignorado,9757,7865,1892,,,
46021. Castro Barros,0. __tot__,5810,3899,1911,,,
46021. Castro Barros,1. Mujer,2346,1626,720,,,
46021. Castro Barros,2. Mujer trans/travesti,26,15,11,,,
46021. Castro Barros,3. Varón,2310,1600,710,,,
46021. Castro Barros,4. Varón trans/masculinidad trans,42,28,14,,,
46021. Castro Barros,5. No binario,35,21,14,,,
46021. Castro Barros,6. Otra identidad/ninguna de las anteriores,29,20,9,,,
46021. Castro Barros,7. Prefiero no contestar,18,9,9,,,
46021. Castro Barros,9. Ignorado,1004,580,424,,,
46028. General Felipe Varela,0. __tot__,11371,8255,3116,,,
46028. General Felipe Varela,1. Mujer,5414,4009,1405,,,
46028. General Felipe Varela,2. Mujer trans/travesti,15,11,4,,,
46028. General Felipe Varela,3. Varón,5530,3932,1598,,,
46028. General Felipe Varela,4. Varón trans/masculinidad trans,5,4,1,,,
46028. General Felipe Varela,5. No binario,1,1,,,,
46028. General Felipe Varela,6. Otra identidad/ninguna de las anteriores,3,2,1,,,
46028. General Felipe Varela,7. Prefiero no contestar,5,2,3,,,
46028. General Felipe Varela,9. Ignorado,398,294,104,,,
46035. Chamical,0. __tot__,15630,11723,3907,,,
46035. Chamical,1. Mujer,7628,5860,1768,,,
46035. Chamical,2. Mujer trans/travesti,13,8,5,,,
46035. Chamical,3. Varón,7318,5398,1920,,,
46035. Chamical,4. Varón trans/masculinidad trans,8,1,7,,,
46035. Chamical,5. No binario,8,4,4,,,
46035. Chamical,6. Otra identidad/ninguna de las anteriores,7,4,3,,,
46035. Chamical,7. Prefiero no contestar,4,4,,,,
46035. Chamical,9. Ignorado,644,444,200,,,
46042. Chilecito,0. __tot__,58681,43967,14714,,,
46042. Chilecito,1. Mujer,28251,21441,6810,,,
46042. Chilecito,2. Mujer trans/travesti,80,58,22,,,
46042. Chilecito,3. Varón,26999,20029,6970,,,
46042. Chilecito,4. Varón trans/masculinidad trans,79,49,30,,,
46042. Chilecito,5. No binario,41,27,14,,,
46042. Chilecito,6. Otra identidad/ninguna de las anteriores,29,24,5,,,
46042. Chilecito,7. Prefiero no contestar,57,43,14,,,
46042. Chilecito,9. Ignorado,3145,2296,849,,,
46049. Famatina,0. __tot__,6984,4800,2184,,,
46049. Famatina,1. Mujer,3300,2325,975,,,
46049. Famatina,2. Mujer trans/travesti,12,9,3,,,
46049. Famatina,3. Varón,3410,2262,1148,,,
46049. Famatina,4. Varón trans/masculinidad trans,5,3,2,,,
46049. Famatina,5. No binario,3,3,,,,
46049. Famatina,6. Otra identidad/ninguna de las anteriores,3,2,1,,,
46049. Famatina,7. Prefiero no contestar,11,8,3,,,
46049. Famatina,9. Ignorado,240,188,52,,,
46056. Ángel Vicente Peñaloza,0. __tot__,3184,1767,1417,,,
46056. Ángel Vicente Peñaloza,1. Mujer,1523,888,635,,,
46056. Ángel Vicente Peñaloza,2. Mujer trans/travesti,2,2,,,,
46056. Ángel Vicente Peñaloza,3. Varón,1529,800,729,,,
46056. Ángel Vicente Peñaloza,4. Varón trans/masculinidad trans,6,2,4,,,
46056. Ángel Vicente Peñaloza,5. No binario,2,1,1,,,
46056. Ángel Vicente Peñaloza,6. Otra identidad/ninguna de las anteriores,1,,1,,,
46056. Ángel Vicente Peñaloza,9. Ignorado,121,74,47,,,
46063. General Belgrano,0. __tot__,7615,4750,2865,,,
46063. General Belgrano,1. Mujer,3689,2416,1273,,,
46063. General Belgrano,2. Mujer trans/travesti,13,10,3,,,
46063. General Belgrano,3. Varón,3578,2128,1450,,,
46063. General Belgrano,4. Varón trans/masculinidad trans,7,5,2,,,
46063. General Belgrano,5. No binario,1,1,,,,
46063. General Belgrano,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
46063. General Belgrano,7. Prefiero no contestar,4,4,,,,
46063. General Belgrano,9. Ignorado,321,185,136,,,
46070. General Juan Facundo Quiroga,0. __tot__,4013,2593,1420,,,
46070. General Juan Facundo Quiroga,1. Mujer,1777,1191,586,,,
46070. General Juan Facundo Quiroga,2. Mujer trans/travesti,14,11,3,,,
46070. General Juan Facundo Quiroga,3. Varón,1924,1205,719,,,
46070. General Juan Facundo Quiroga,4. Varón trans/masculinidad trans,17,9,8,,,
46070. General Juan Facundo Quiroga,5. No binario,6,3,3,,,
46070. General Juan Facundo Quiroga,6. Otra identidad/ninguna de las anteriores,5,3,2,,,
46070. General Juan Facundo Quiroga,7. Prefiero no contestar,11,9,2,,,
46070. General Juan Facundo Quiroga,9. Ignorado,259,162,97,,,
46077. General Lamadrid,0. __tot__,1885,1430,455,,,
46077. General Lamadrid,1. Mujer,922,721,201,,,
46077. General Lamadrid,2. Mujer trans/travesti,4,3,1,,,
46077. General Lamadrid,3. Varón,888,656,232,,,
46077. General Lamadrid,4. Varón trans/masculinidad trans,2,1,1,,,
46077. General Lamadrid,5. No binario,1,1,,,,
46077. General Lamadrid,9. Ignorado,68,48,20,,,
46084. General Ortiz de Ocampo,0. __tot__,7347,4554,2793,,,
46084. General Ortiz de Ocampo,1. Mujer,3493,2233,1260,,,
46084. General Ortiz de Ocampo,2. Mujer trans/travesti,12,5,7,,,
46084. General Ortiz de Ocampo,3. Varón,3603,2152,1451,,,
46084. General Ortiz de Ocampo,4. Varón trans/masculinidad trans,3,2,1,,,
46084. General Ortiz de Ocampo,5. No binario,2,1,1,,,
46084. General Ortiz de Ocampo,7. Prefiero no contestar,10,4,6,,,
46084. General Ortiz de Ocampo,9. Ignorado,224,157,67,,,
46091. General San Martín,0. __tot__,5017,3266,1751,,,
46091. General San Martín,1. Mujer,2443,1630,813,,,
46091. General San Martín,2. Mujer trans/travesti,8,6,2,,,
46091. General San Martín,3. Varón,2448,1547,901,,,
46091. General San Martín,4. Varón trans/masculinidad trans,1,,1,,,
46091. General San Martín,7. Prefiero no contestar,3,2,1,,,
46091. General San Martín,9. Ignorado,114,81,33,,,
46098. Vinchina,0. __tot__,2695,2039,656,,,
46098. Vinchina,1. Mujer,1253,975,278,,,
46098. Vinchina,2. Mujer trans/travesti,7,7,,,,
46098. Vinchina,3. Varón,1325,978,347,,,
46098. Vinchina,4. Varón trans/masculinidad trans,1,1,,,,
46098. Vinchina,6. Otra identidad/ninguna de las anteriores,1,1,,,,
46098. Vinchina,7. Prefiero no contestar,1,1,,,,
46098. Vinchina,9. Ignorado,107,76,31,,,
46105. Independencia,0. __tot__,2399,1493,906,,,
46105. Independencia,1. Mujer,1149,756,393,,,
46105. Independencia,2. Mujer trans/travesti,3,1,2,,,
46105. Independencia,3. Varón,1166,684,482,,,
46105. Independencia,7. Prefiero no contestar,7,3,4,,,
46105. Independencia,9. Ignorado,74,49,25,,,
46112. Rosario Vera Peñaloza,0. __tot__,15764,11715,4049,,,
46112. Rosario Vera Peñaloza,1. Mujer,7564,5782,1782,,,
46112. Rosario Vera Peñaloza,2. Mujer trans/travesti,27,21,6,,,
46112. Rosario Vera Peñaloza,3. Varón,7314,5327,1987,,,
46112. Rosario Vera Peñaloza,4. Varón trans/masculinidad trans,15,8,7,,,
46112. Rosario Vera Peñaloza,5. No binario,5,4,1,,,
46112. Rosario Vera Peñaloza,6. Otra identidad/ninguna de las anteriores,10,7,3,,,
