DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Sí,2. No,0. __mv__,0. __na__,
46112. Rosario Vera Peñaloza,7. Prefiero no contestar,9,8,1,,,
46112. Rosario Vera Peñaloza,9. Ignorado,820,558,262,,,
46119. San Blas de Los Sauces,0. __tot__,4306,3107,1199,,,
46119. San Blas de Los Sauces,1. Mujer,2111,1561,550,,,
46119. San Blas de Los Sauces,3. Varón,2076,1455,621,,,
46119. San Blas de Los Sauces,4. Varón trans/masculinidad trans,5,3,2,,,
46119. San Blas de Los Sauces,5. No binario,1,1,,,,
46119. San Blas de Los Sauces,7. Prefiero no contestar,3,1,2,,,
46119. San Blas de Los Sauces,9. Ignorado,110,86,24,,,
46126. Sanagasta,0. __tot__,2994,2492,502,,,
46126. Sanagasta,1. Mujer,1349,1145,204,,,
46126. Sanagasta,2. Mujer trans/travesti,5,4,1,,,
46126. Sanagasta,3. Varón,1306,1092,214,,,
46126. Sanagasta,4. Varón trans/masculinidad trans,5,3,2,,,
46126. Sanagasta,5. No binario,3,3,,,,
46126. Sanagasta,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
46126. Sanagasta,7. Prefiero no contestar,2,1,1,,,
46126. Sanagasta,9. Ignorado,322,243,79,,,
50007. Capital,0. __tot__,123715,103979,19736,,,
50007. Capital,1. Mujer,59007,49921,9086,,,
50007. Capital,2. Mujer trans/travesti,219,177,42,,,
50007. Capital,3. Varón,51216,43276,7940,,,
50007. Capital,4. Varón trans/masculinidad trans,314,257,57,,,
50007. Capital,5. No binario,226,191,35,,,
50007. Capital,6. Otra identidad/ninguna de las anteriores,241,195,46,,,
50007. Capital,7. Prefiero no contestar,407,345,62,,,
50007. Capital,9. Ignorado,12085,9617,2468,,,
50014. General Alvear,0. __tot__,52379,38782,13597,,,
50014. General Alvear,1. Mujer,24219,18392,5827,,,
50014. General Alvear,2. Mujer trans/travesti,92,62,30,,,
50014. General Alvear,3. Varón,22441,16813,5628,,,
50014. General Alvear,4. Varón trans/masculinidad trans,241,165,76,,,
50014. General Alvear,5. No binario,98,69,29,,,
50014. General Alvear,6. Otra identidad/ninguna de las anteriores,104,68,36,,,
50014. General Alvear,7. Prefiero no contestar,116,71,45,,,
50014. General Alvear,9. Ignorado,5068,3142,1926,,,
50021. Godoy Cruz,0. __tot__,194557,162278,32279,,,
50021. Godoy Cruz,1. Mujer,95940,80520,15420,,,
50021. Godoy Cruz,2. Mujer trans/travesti,230,180,50,,,
50021. Godoy Cruz,3. Varón,85750,71824,13926,,,
50021. Godoy Cruz,4. Varón trans/masculinidad trans,243,196,47,,,
50021. Godoy Cruz,5. No binario,183,153,30,,,
50021. Godoy Cruz,6. Otra identidad/ninguna de las anteriores,146,118,28,,,
50021. Godoy Cruz,7. Prefiero no contestar,399,344,55,,,
50021. Godoy Cruz,9. Ignorado,11666,8943,2723,,,
50028. Guaymallén,0. __tot__,320871,264892,55979,,,
50028. Guaymallén,1. Mujer,153543,127950,25593,,,
50028. Guaymallén,2. Mujer trans/travesti,424,309,115,,,
50028. Guaymallén,3. Varón,143305,118601,24704,,,
50028. Guaymallén,4. Varón trans/masculinidad trans,474,344,130,,,
50028. Guaymallén,5. No binario,238,199,39,,,
50028. Guaymallén,6. Otra identidad/ninguna de las anteriores,186,137,49,,,
50028. Guaymallén,7. Prefiero no contestar,463,359,104,,,
50028. Guaymallén,9. Ignorado,22238,16993,5245,,,
50035. Junín,0. __tot__,46472,32092,14380,,,
50035. Junín,1. Mujer,21442,15207,6235,,,
50035. Junín,2. Mujer trans/travesti,94,45,49,,,
50035. Junín,3. Varón,20324,14184,6140,,,
50035. Junín,4. Varón trans/masculinidad trans,111,56,55,,,
50035. Junín,5. No binario,51,27,24,,,
50035. Junín,6. Otra identidad/ninguna de las anteriores,69,36,33,,,
50035. Junín,7. Prefiero no contestar,83,58,25,,,
50035. Junín,9. Ignorado,4298,2479,1819,,,
50042. La Paz,0. __tot__,12018,7824,4194,,,
50042. La Paz,1. Mujer,5741,3821,1920,,,
50042. La Paz,2. Mujer trans/travesti,19,14,5,,,
50042. La Paz,3. Varón,5626,3622,2004,,,
50042. La Paz,4. Varón trans/masculinidad trans,7,3,4,,,
50042. La Paz,5. No binario,4,4,,,,
50042. La Paz,6. Otra identidad/ninguna de las anteriores,10,7,3,,,
50042. La Paz,7. Prefiero no contestar,8,3,5,,,
50042. La Paz,9. Ignorado,603,350,253,,,
50049. Las Heras,0. __tot__,233839,175737,58102,,,
50049. Las Heras,1. Mujer,110153,84022,26131,,,
50049. Las Heras,2. Mujer trans/travesti,357,233,124,,,
50049. Las Heras,3. Varón,102581,77403,25178,,,
50049. Las Heras,4. Varón trans/masculinidad trans,518,324,194,,,
50049. Las Heras,5. No binario,265,196,69,,,
50049. Las Heras,6. Otra identidad/ninguna de las anteriores,179,111,68,,,
50049. Las Heras,7. Prefiero no contestar,322,234,88,,,
50049. Las Heras,9. Ignorado,19464,13214,6250,,,
50056. Lavalle,0. __tot__,47086,27907,19179,,,
50056. Lavalle,1. Mujer,22178,13494,8684,,,
50056. Lavalle,2. Mujer trans/travesti,77,39,38,,,
50056. Lavalle,3. Varón,21956,12879,9077,,,
50056. Lavalle,4. Varón trans/masculinidad trans,46,26,20,,,
50056. Lavalle,5. No binario,13,6,7,,,
50056. Lavalle,6. Otra identidad/ninguna de las anteriores,29,15,14,,,
50056. Lavalle,7. Prefiero no contestar,24,16,8,,,
50056. Lavalle,9. Ignorado,2763,1432,1331,,,
50063. Luján de Cuyo,0. __tot__,171883,140241,31642,,,
50063. Luján de Cuyo,1. Mujer,79872,66062,13810,,,
50063. Luján de Cuyo,2. Mujer trans/travesti,225,152,73,,,
50063. Luján de Cuyo,3. Varón,75603,61990,13613,,,
50063. Luján de Cuyo,4. Varón trans/masculinidad trans,316,218,98,,,
50063. Luján de Cuyo,5. No binario,121,101,20,,,
50063. Luján de Cuyo,6. Otra identidad/ninguna de las anteriores,143,106,37,,,
50063. Luján de Cuyo,7. Prefiero no contestar,321,265,56,,,
50063. Luján de Cuyo,9. Ignorado,15282,11347,3935,,,
50070. Maipú,0. __tot__,218887,174084,44803,,,
50070. Maipú,1. Mujer,101795,82185,19610,,,
50070. Maipú,2. Mujer trans/travesti,295,212,83,,,
50070. Maipú,3. Varón,96028,77180,18848,,,
50070. Maipú,4. Varón trans/masculinidad trans,515,361,154,,,
50070. Maipú,5. No binario,139,98,41,,,
50070. Maipú,6. Otra identidad/ninguna de las anteriores,139,92,47,,,
50070. Maipú,7. Prefiero no contestar,341,252,89,,,
50070. Maipú,9. Ignorado,19635,13704,5931,,,
50077. Malargüe,0. __tot__,32596,25766,6830,,,
50077. Malargüe,1. Mujer,15768,12716,3052,,,
50077. Malargüe,2. Mujer trans/travesti,36,28,8,,,
50077. Malargüe,3. Varón,15435,12124,3311,,,
50077. Malargüe,4. Varón trans/masculinidad trans,29,22,7,,,
50077. Malargüe,5. No binario,13,7,6,,,
50077. Malargüe,6. Otra identidad/ninguna de las anteriores,4,2,2,,,
50077. Malargüe,7. Prefiero no contestar,32,27,5,,,
50077. Malargüe,9. Ignorado,1279,840,439,,,
50084. Rivadavia,0. __tot__,63589,41582,22007,,,
50084. Rivadavia,1. Mujer,30710,20527,10183,,,
50084. Rivadavia,2. Mujer trans/travesti,76,47,29,,,
50084. Rivadavia,3. Varón,29220,19004,10216,,,
50084. Rivadavia,4. Varón trans/masculinidad trans,62,34,28,,,
50084. Rivadavia,5. No binario,31,20,11,,,
50084. Rivadavia,6. Otra identidad/ninguna de las anteriores,18,9,9,,,
50084. Rivadavia,7. Prefiero no contestar,56,35,21,,,
50084. Rivadavia,9. Ignorado,3416,1906,1510,,,
50091. San Carlos,0. __tot__,39752,28174,11578,,,
50091. San Carlos,1. Mujer,19080,13759,5321,,,
50091. San Carlos,2. Mujer trans/travesti,52,37,15,,,
50091. San Carlos,3. Varón,18543,13022,5521,,,
50091. San Carlos,4. Varón trans/masculinidad trans,28,19,9,,,
50091. San Carlos,5. No binario,9,8,1,,,
50091. San Carlos,6. Otra identidad/ninguna de las anteriores,10,7,3,,,
50091. San Carlos,7. Prefiero no contestar,24,15,9,,,
50091. San Carlos,9. Ignorado,2006,1307,699,,,
50098. San Martín,0. __tot__,139406,94070,45336,,,
50098. San Martín,1. Mujer,63760,44340,19420,,,
50098. San Martín,2. Mujer trans/travesti,295,144,151,,,
50098. San Martín,3. Varón,59401,40669,18732,,,
50098. San Martín,4. Varón trans/masculinidad trans,365,193,172,,,
50098. San Martín,5. No binario,133,81,52,,,
50098. San Martín,6. Otra identidad/ninguna de las anteriores,116,73,43,,,
50098. San Martín,7. Prefiero no contestar,183,109,74,,,
50098. San Martín,9. Ignorado,15153,8461,6692,,,
50105. San Rafael,0. __tot__,213204,174069,39135,,,
50105. San Rafael,1. Mujer,100983,83561,17422,,,
50105. San Rafael,2. Mujer trans/travesti,384,274,110,,,
50105. San Rafael,3. Varón,93699,76729,16970,,,
50105. San Rafael,4. Varón trans/masculinidad trans,609,446,163,,,
50105. San Rafael,5. No binario,258,187,71,,,
50105. San Rafael,6. Otra identidad/ninguna de las anteriores,285,202,83,,,
50105. San Rafael,7. Prefiero no contestar,362,282,80,,,
50105. San Rafael,9. Ignorado,16624,12388,4236,,,
50112. Santa Rosa,0. __tot__,19379,12342,7037,,,
50112. Santa Rosa,1. Mujer,9119,5916,3203,,,
50112. Santa Rosa,2. Mujer trans/travesti,29,18,11,,,
50112. Santa Rosa,3. Varón,9296,5860,3436,,,
50112. Santa Rosa,4. Varón trans/masculinidad trans,15,9,6,,,
50112. Santa Rosa,5. No binario,7,7,,,,
50112. Santa Rosa,6. Otra identidad/ninguna de las anteriores,6,4,2,,,
50112. Santa Rosa,7. Prefiero no contestar,14,7,7,,,
50112. Santa Rosa,9. Ignorado,893,521,372,,,
50119. Tunuyán,0. __tot__,59972,42073,17899,,,
50119. Tunuyán,1. Mujer,28057,20189,7868,,,
50119. Tunuyán,2. Mujer trans/travesti,135,80,55,,,
50119. Tunuyán,3. Varón,26245,18416,7829,,,
50119. Tunuyán,4. Varón trans/masculinidad trans,145,86,59,,,
50119. Tunuyán,5. No binario,67,47,20,,,
50119. Tunuyán,6. Otra identidad/ninguna de las anteriores,76,47,29,,,
50119. Tunuyán,7. Prefiero no contestar,108,70,38,,,
50119. Tunuyán,9. Ignorado,5139,3138,2001,,,
50126. Tupungato,0. __tot__,41168,28294,12874,,,
50126. Tupungato,1. Mujer,19164,13468,5696,,,
50126. Tupungato,2. Mujer trans/travesti,60,35,25,,,
50126. Tupungato,3. Varón,19208,13161,6047,,,
50126. Tupungato,4. Varón trans/masculinidad trans,44,25,19,,,
50126. Tupungato,5. No binario,22,13,9,,,
50126. Tupungato,6. Otra identidad/ninguna de las anteriores,36,17,19,,,
50126. Tupungato,7. Prefiero no contestar,38,24,14,,,
50126. Tupungato,9. Ignorado,2596,1551,1045,,,
54007. Apóstoles,0. __tot__,50503,24344,26159,,,
54007. Apóstoles,1. Mujer,24543,12106,12437,,,
54007. Apóstoles,2. Mujer trans/travesti,60,25,35,,,
54007. Apóstoles,3. Varón,23767,11310,12457,,,
54007. Apóstoles,4. Varón trans/masculinidad trans,23,11,12,,,
54007. Apóstoles,5. No binario,8,4,4,,,
54007. Apóstoles,6. Otra identidad/ninguna de las anteriores,6,2,4,,,
54007. Apóstoles,7. Prefiero no contestar,34,15,19,,,
54007. Apóstoles,9. Ignorado,2062,871,1191,,,
54014. Cainguás,0. __tot__,59875,28397,31478,,,
54014. Cainguás,1. Mujer,27852,13588,14264,,,
54014. Cainguás,2. Mujer trans/travesti,59,20,39,,,
54014. Cainguás,3. Varón,27991,13128,14863,,,
54014. Cainguás,4. Varón trans/masculinidad trans,46,16,30,,,
54014. Cainguás,5. No binario,16,9,7,,,
54014. Cainguás,6. Otra identidad/ninguna de las anteriores,9,7,2,,,
54014. Cainguás,7. Prefiero no contestar,36,22,14,,,
54014. Cainguás,9. Ignorado,3866,1607,2259,,,
54021. Candelaria,0. __tot__,34945,16523,18422,,,
54021. Candelaria,1. Mujer,16693,8202,8491,,,
54021. Candelaria,2. Mujer trans/travesti,41,20,21,,,
54021. Candelaria,3. Varón,15988,7455,8533,,,
54021. Candelaria,4. Varón trans/masculinidad trans,29,14,15,,,
54021. Candelaria,5. No binario,15,6,9,,,
54021. Candelaria,6. Otra identidad/ninguna de las anteriores,6,5,1,,,
54021. Candelaria,7. Prefiero no contestar,36,20,16,,,
54021. Candelaria,9. Ignorado,2137,801,1336,,,
54028. Capital,0. __tot__,391498,309529,81969,,,
54028. Capital,1. Mujer,192840,154312,38528,,,
54028. Capital,2. Mujer trans/travesti,360,282,78,,,
54028. Capital,3. Varón,174910,137450,37460,,,
54028. Capital,4. Varón trans/masculinidad trans,304,227,77,,,
54028. Capital,5. No binario,208,163,45,,,
54028. Capital,6. Otra identidad/ninguna de las anteriores,184,139,45,,,
54028. Capital,7. Prefiero no contestar,520,407,113,,,
54028. Capital,9. Ignorado,22172,16549,5623,,,
54035. Concepción,0. __tot__,10303,4667,5636,,,
54035. Concepción,1. Mujer,4822,2248,2574,,,
54035. Concepción,2. Mujer trans/travesti,8,4,4,,,
54035. Concepción,3. Varón,4688,2116,2572,,,
54035. Concepción,4. Varón trans/masculinidad trans,13,7,6,,,
54035. Concepción,5. No binario,4,3,1,,,
54035. Concepción,6. Otra identidad/ninguna de las anteriores,8,4,4,,,
54035. Concepción,7. Prefiero no contestar,11,5,6,,,
54035. Concepción,9. Ignorado,749,280,469,,,
54042. Eldorado,0. __tot__,91133,42057,49076,,,
54042. Eldorado,1. Mujer,44288,20816,23472,,,
54042. Eldorado,2. Mujer trans/travesti,94,40,54,,,
54042. Eldorado,3. Varón,42149,19121,23028,,,
54042. Eldorado,4. Varón trans/masculinidad trans,61,26,35,,,
54042. Eldorado,5. No binario,34,14,20,,,
54042. Eldorado,6. Otra identidad/ninguna de las anteriores,30,14,16,,,
54042. Eldorado,7. Prefiero no contestar,72,36,36,,,
54042. Eldorado,9. Ignorado,4405,1990,2415,,,
54049. General Manuel Belgrano,0. __tot__,45456,29446,16010,,,
54049. General Manuel Belgrano,1. Mujer,20686,13608,7078,,,
54049. General Manuel Belgrano,2. Mujer trans/travesti,83,65,18,,,
54049. General Manuel Belgrano,3. Varón,20982,13371,7611,,,
54049. General Manuel Belgrano,4. Varón trans/masculinidad trans,61,44,17,,,
54049. General Manuel Belgrano,5. No binario,13,8,5,,,
54049. General Manuel Belgrano,6. Otra identidad/ninguna de las anteriores,13,4,9,,,
54049. General Manuel Belgrano,7. Prefiero no contestar,41,33,8,,,
54049. General Manuel Belgrano,9. Ignorado,3577,2313,1264,,,
54056. Guaraní,0. __tot__,77075,43974,33101,,,
54056. Guaraní,1. Mujer,36351,21195,15156,,,
54056. Guaraní,2. Mujer trans/travesti,102,52,50,,,
54056. Guaraní,3. Varón,36644,20611,16033,,,
54056. Guaraní,4. Varón trans/masculinidad trans,66,25,41,,,
54056. Guaraní,5. No binario,10,5,5,,,
54056. Guaraní,6. Otra identidad/ninguna de las anteriores,14,4,10,,,
54056. Guaraní,7. Prefiero no contestar,129,30,99,,,
54056. Guaraní,9. Ignorado,3759,2052,1707,,,
54063. Iguazú,0. __tot__,99838,58665,41173,,,
54063. Iguazú,1. Mujer,47129,28092,19037,,,
54063. Iguazú,2. Mujer trans/travesti,138,71,67,,,
54063. Iguazú,3. Varón,45404,26501,18903,,,
54063. Iguazú,4. Varón trans/masculinidad trans,125,64,61,,,
54063. Iguazú,5. No binario,36,19,17,,,
54063. Iguazú,6. Otra identidad/ninguna de las anteriores,31,19,12,,,
54063. Iguazú,7. Prefiero no contestar,94,55,39,,,
54063. Iguazú,9. Ignorado,6881,3844,3037,,,
54070. Leandro N. Alem,0. __tot__,49391,28849,20542,,,
54070. Leandro N. Alem,1. Mujer,23903,14271,9632,,,
54070. Leandro N. Alem,2. Mujer trans/travesti,44,25,19,,,
54070. Leandro N. Alem,3. Varón,23086,13297,9789,,,
54070. Leandro N. Alem,4. Varón trans/masculinidad trans,35,18,17,,,
54070. Leandro N. Alem,5. No binario,11,7,4,,,
54070. Leandro N. Alem,6. Otra identidad/ninguna de las anteriores,7,5,2,,,
54070. Leandro N. Alem,7. Prefiero no contestar,37,18,19,,,
54070. Leandro N. Alem,9. Ignorado,2268,1208,1060,,,
54077. Libertador General San Martín,0. __tot__,52166,28041,24125,,,
54077. Libertador General San Martín,1. Mujer,24938,13630,11308,,,
54077. Libertador General San Martín,2. Mujer trans/travesti,34,20,14,,,
54077. Libertador General San Martín,3. Varón,24270,12916,11354,,,
54077. Libertador General San Martín,4. Varón trans/masculinidad trans,31,17,14,,,
54077. Libertador General San Martín,5. No binario,11,8,3,,,
54077. Libertador General San Martín,6. Otra identidad/ninguna de las anteriores,9,5,4,,,
54077. Libertador General San Martín,7. Prefiero no contestar,51,28,23,,,
54077. Libertador General San Martín,9. Ignorado,2822,1417,1405,,,
54084. Montecarlo,0. __tot__,38620,18768,19852,,,
54084. Montecarlo,1. Mujer,18278,9054,9224,,,
54084. Montecarlo,2. Mujer trans/travesti,39,12,27,,,
54084. Montecarlo,3. Varón,17881,8652,9229,,,
54084. Montecarlo,4. Varón trans/masculinidad trans,51,21,30,,,
54084. Montecarlo,5. No binario,12,9,3,,,
54084. Montecarlo,6. Otra identidad/ninguna de las anteriores,5,2,3,,,
54084. Montecarlo,7. Prefiero no contestar,36,16,20,,,
54084. Montecarlo,9. Ignorado,2318,1002,1316,,,
54091. Oberá,0. __tot__,120703,78694,42009,,,
54091. Oberá,1. Mujer,58745,38826,19919,,,
54091. Oberá,2. Mujer trans/travesti,128,77,51,,,
54091. Oberá,3. Varón,56655,36475,20180,,,
54091. Oberá,4. Varón trans/masculinidad trans,100,61,39,,,
54091. Oberá,5. No binario,35,26,9,,,
54091. Oberá,6. Otra identidad/ninguna de las anteriores,21,12,9,,,
54091. Oberá,7. Prefiero no contestar,121,91,30,,,
54091. Oberá,9. Ignorado,4898,3126,1772,,,
54098. San Ignacio,0. __tot__,63194,32808,30386,,,
54098. San Ignacio,1. Mujer,30881,16360,14521,,,
54098. San Ignacio,2. Mujer trans/travesti,70,32,38,,,
54098. San Ignacio,3. Varón,29720,15169,14551,,,
54098. San Ignacio,4. Varón trans/masculinidad trans,37,16,21,,,
54098. San Ignacio,5. No binario,6,2,4,,,
54098. San Ignacio,6. Otra identidad/ninguna de las anteriores,11,1,10,,,
54098. San Ignacio,7. Prefiero no contestar,37,24,13,,,
54098. San Ignacio,9. Ignorado,2432,1204,1228,,,
54105. San Javier,0. __tot__,23080,12919,10161,,,
54105. San Javier,1. Mujer,11185,6397,4788,,,
54105. San Javier,2. Mujer trans/travesti,31,15,16,,,
54105. San Javier,3. Varón,10715,5896,4819,,,
54105. San Javier,4. Varón trans/masculinidad trans,16,13,3,,,
54105. San Javier,6. Otra identidad/ninguna de las anteriores,3,1,2,,,
54105. San Javier,7. Prefiero no contestar,9,6,3,,,
54105. San Javier,9. Ignorado,1121,591,530,,,
54112. San Pedro,0. __tot__,34690,18416,16274,,,
54112. San Pedro,1. Mujer,16007,8667,7340,,,
54112. San Pedro,2. Mujer trans/travesti,48,26,22,,,
54112. San Pedro,3. Varón,16448,8605,7843,,,
54112. San Pedro,4. Varón trans/masculinidad trans,51,23,28,,,
54112. San Pedro,5. No binario,9,6,3,,,
54112. San Pedro,6. Otra identidad/ninguna de las anteriores,4,3,1,,,
54112. San Pedro,7. Prefiero no contestar,22,15,7,,,
54112. San Pedro,9. Ignorado,2101,1071,1030,,,
54119. 25 de Mayo,0. __tot__,30877,13929,16948,,,
54119. 25 de Mayo,1. Mujer,14470,6728,7742,,,
54119. 25 de Mayo,2. Mujer trans/travesti,54,12,42,,,
54119. 25 de Mayo,3. Varón,14655,6438,8217,,,
54119. 25 de Mayo,4. Varón trans/masculinidad trans,44,23,21,,,
54119. 25 de Mayo,5. No binario,13,6,7,,,
54119. 25 de Mayo,6. Otra identidad/ninguna de las anteriores,10,4,6,,,
54119. 25 de Mayo,7. Prefiero no contestar,9,7,2,,,
54119. 25 de Mayo,9. Ignorado,1622,711,911,,,
58007. Aluminé,0. __tot__,10173,8173,2000,,,
58007. Aluminé,1. Mujer,4759,3906,853,,,
58007. Aluminé,2. Mujer trans/travesti,17,10,7,,,
58007. Aluminé,3. Varón,4784,3804,980,,,
58007. Aluminé,4. Varón trans/masculinidad trans,25,16,9,,,
58007. Aluminé,5. No binario,6,4,2,,,
58007. Aluminé,6. Otra identidad/ninguna de las anteriores,11,8,3,,,
58007. Aluminé,7. Prefiero no contestar,23,16,7,,,
58007. Aluminé,9. Ignorado,548,409,139,,,
58014. Añelo,0. __tot__,18150,12554,5596,,,
58014. Añelo,1. Mujer,8084,5742,2342,,,
58014. Añelo,2. Mujer trans/travesti,35,14,21,,,
58014. Añelo,3. Varón,8727,5962,2765,,,
58014. Añelo,4. Varón trans/masculinidad trans,42,20,22,,,
58014. Añelo,5. No binario,20,12,8,,,
58014. Añelo,6. Otra identidad/ninguna de las anteriores,21,7,14,,,
58014. Añelo,7. Prefiero no contestar,15,7,8,,,
58014. Añelo,9. Ignorado,1206,790,416,,,
58021. Catán Lil,0. __tot__,2641,1385,1256,,,
58021. Catán Lil,1. Mujer,1092,617,475,,,
58021. Catán Lil,2. Mujer trans/travesti,6,2,4,,,
58021. Catán Lil,3. Varón,1178,622,556,,,
58021. Catán Lil,4. Varón trans/masculinidad trans,12,5,7,,,
58021. Catán Lil,5. No binario,7,3,4,,,
58021. Catán Lil,6. Otra identidad/ninguna de las anteriores,11,2,9,,,
58021. Catán Lil,7. Prefiero no contestar,9,4,5,,,
58021. Catán Lil,9. Ignorado,326,130,196,,,
58028. Collón Curá,0. __tot__,4832,3278,1554,,,
58028. Collón Curá,1. Mujer,2266,1576,690,,,
58028. Collón Curá,2. Mujer trans/travesti,9,6,3,,,
58028. Collón Curá,3. Varón,2259,1506,753,,,
58028. Collón Curá,4. Varón trans/masculinidad trans,4,2,2,,,
58028. Collón Curá,5. No binario,10,5,5,,,
58028. Collón Curá,6. Otra identidad/ninguna de las anteriores,3,,3,,,
58028. Collón Curá,7. Prefiero no contestar,8,5,3,,,
58028. Collón Curá,9. Ignorado,273,178,95,,,
58035. Confluencia,0. __tot__,467217,384672,82545,,,
58035. Confluencia,1. Mujer,226791,188932,37859,,,
58035. Confluencia,2. Mujer trans/travesti,467,348,119,,,
58035. Confluencia,3. Varón,216075,176561,39514,,,
58035. Confluencia,4. Varón trans/masculinidad trans,563,443,120,,,
58035. Confluencia,5. No binario,487,404,83,,,
58035. Confluencia,6. Otra identidad/ninguna de las anteriores,309,245,64,,,
58035. Confluencia,7. Prefiero no contestar,983,819,164,,,
58035. Confluencia,9. Ignorado,21542,16920,4622,,,
58042. Chos Malal,0. __tot__,18289,14912,3377,,,
58042. Chos Malal,1. Mujer,8760,7327,1433,,,
58042. Chos Malal,2. Mujer trans/travesti,23,18,5,,,
58042. Chos Malal,3. Varón,8275,6629,1646,,,
58042. Chos Malal,4. Varón trans/masculinidad trans,19,12,7,,,
58042. Chos Malal,5. No binario,19,15,4,,,
58042. Chos Malal,6. Otra identidad/ninguna de las anteriores,11,8,3,,,
58042. Chos Malal,7. Prefiero no contestar,51,44,7,,,
58042. Chos Malal,9. Ignorado,1131,859,272,,,
58049. Huiliches,0. __tot__,20853,15780,5073,,,
58049. Huiliches,1. Mujer,9470,7327,2143,,,
